-0.0170861 -95
-0.0109003 -94
-0.00458947 -93
0.001912 -92
0.00855755 -91
0.0153337 -90
0.0222318 -89
0.0293273 -88
0.0365324 -87
0.0438756 -86
0.0513099 -85
0.0587882 -84
0.0664232 -83
0.0743489 -82
0.0824944 -81
0.0907829 -80
0.0990581 -79
0.107311 -78
0.115398 -77
0.123393 -76
0.131441 -75
0.139563 -74
0.147597 -73
0.155623 -72
0.163718 -71
0.171925 -70
0.180143 -69
0.188371 -68
0.19662 -67
0.205023 -66
0.213519 -65
0.222084 -64
0.23071 -63
0.239459 -62
0.24837 -61
0.257453 -60
0.266591 -59
0.275862 -58
0.285208 -57
0.294556 -56
0.303915 -55
0.313402 -54
0.322944 -53
0.332613 -52
0.342412 -51
0.352225 -50
0.362028 -49
0.371951 -48
0.382019 -47
0.392278 -46
0.402574 -45
0.412881 -44
0.423153 -43
0.433326 -42
0.443225 -41
0.452917 -40
0.462492 -39
0.47206 -38
0.481589 -37
0.491127 -36
0.500635 -35
0.510159 -34
0.519722 -33
0.529338 -32
0.53887 -31
0.548601 -30
0.55874 -29
0.569262 -28
0.580199 -27
0.592255 -26
0.604422 -25
0.616871 -24
0.629548 -23
0.642387 -22
0.655353 -21
0.668519 -20
0.681865 -19
0.695473 -18
0.709414 -17
0.723642 -16
0.737867 -15
0.75208 -14
0.766326 -13
0.78077 -12
0.795444 -11
0.81023 -10
0.824727 -9
0.838821 -8
0.852585 -7
0.866042 -6
0.878908 -5
0.891142 -4
0.902653 -3
0.913077 -2
0.921595 -1
0.9283 0
0.932953 1
0.933042 2
0.929785 3
0.923604 4
0.915261 5
0.905454 6
0.894406 7
0.88233 8
0.869417 9
0.856001 10
0.8422 11
0.828098 12
0.813505 13
0.798432 14
0.78305 15
0.767818 16
0.752984 17
0.738607 18
0.724457 19
0.710412 20
0.696355 21
0.682143 22
0.6678 23
0.653891 24
0.640723 25
0.628021 26
0.615156 27
0.602068 28
0.589142 29
0.577618 30
0.566636 31
0.556017 32
0.545538 33
0.535317 34
0.525423 35
0.515798 36
0.506227 37
0.496664 38
0.487174 39
0.477839 40
0.468456 41
0.458856 42
0.448942 43
0.43885 44
0.428595 45
0.418179 46
0.407612 47
0.396908 48
0.386072 49
0.375364 50
0.364885 51
0.35468 52
0.344754 53
0.335019 54
0.325235 55
0.315415 56
0.305571 57
0.295647 58
0.285582 59
0.275545 60
0.265615 61
0.25572 62
0.245775 63
0.235981 64
0.226343 65
0.216773 66
0.207343 67
0.198283 68
0.189532 69
0.181067 70
0.172742 71
0.164516 72
0.156306 73
0.148047 74
0.139614 75
0.131057 76
0.122468 77
0.114082 78
0.105854 79
0.0977162 80
0.0895982 81
0.0815982 82
0.0736838 83
0.0658767 84
0.0581438 85
0.050476 86
0.0429295 87
0.0356387 88
0.0285108 89
0.0215094 90
0.0146775 91
0.00812082 92
0.00179597 93
-0.00433187 94
-0.0103497 95
-0.0162375 96
