0.178919 -95
0.182369 -94
0.185836 -93
0.189225 -92
0.192577 -91
0.196019 -90
0.199619 -89
0.203266 -88
0.206972 -87
0.210732 -86
0.214707 -85
0.218853 -84
0.223198 -83
0.227656 -82
0.232211 -81
0.236859 -80
0.241694 -79
0.246699 -78
0.251733 -77
0.256703 -76
0.261743 -75
0.266778 -74
0.271648 -73
0.276329 -72
0.281127 -71
0.286118 -70
0.291263 -69
0.296499 -68
0.301875 -67
0.307312 -66
0.312776 -65
0.318356 -64
0.324217 -63
0.330198 -62
0.336398 -61
0.342865 -60
0.349649 -59
0.356682 -58
0.363851 -57
0.371066 -56
0.378433 -55
0.385906 -54
0.393658 -53
0.401701 -52
0.409907 -51
0.418074 -50
0.426308 -49
0.434695 -48
0.443116 -47
0.451536 -46
0.460049 -45
0.468649 -44
0.477409 -43
0.486275 -42
0.495128 -41
0.503771 -40
0.512367 -39
0.521084 -38
0.530024 -37
0.538998 -36
0.547997 -35
0.55719 -34
0.566764 -33
0.576548 -32
0.586434 -31
0.596145 -30
0.605478 -29
0.614594 -28
0.623921 -27
0.634796 -26
0.645904 -25
0.65734 -24
0.669379 -23
0.681782 -22
0.693921 -21
0.70526 -20
0.716206 -19
0.72732 -18
0.738823 -17
0.750199 -16
0.761005 -15
0.771243 -14
0.781126 -13
0.79084 -12
0.800778 -11
0.811085 -10
0.821889 -9
0.832633 -8
0.842534 -7
0.851806 -6
0.861213 -5
0.870536 -4
0.878984 -3
0.885812 -2
0.890686 -1
0.893594 0
0.894932 1
0.892088 2
0.887342 3
0.880438 4
0.872342 5
0.863914 6
0.855032 7
0.845177 8
0.834447 9
0.823365 10
0.812563 11
0.802028 12
0.791424 13
0.780436 14
0.769182 15
0.757761 16
0.746033 17
0.734063 18
0.72235 19
0.710947 20
0.699648 21
0.688365 22
0.677097 23
0.665583 24
0.654059 25
0.642811 26
0.631936 27
0.621398 28
0.611305 29
0.602772 30
0.594274 31
0.585698 32
0.577358 33
0.56943 34
0.561675 35
0.553673 36
0.545452 37
0.537292 38
0.529331 39
0.521345 40
0.513367 41
0.505468 42
0.49771 43
0.490058 44
0.482602 45
0.475257 46
0.467972 47
0.460731 48
0.453648 49
0.446748 50
0.440031 51
0.43339 52
0.426719 53
0.420025 54
0.41353 55
0.407132 56
0.400687 57
0.394384 58
0.388412 59
0.3825 60
0.37644 61
0.370281 62
0.364252 63
0.358394 64
0.352667 65
0.346975 66
0.341475 67
0.336203 68
0.331102 69
0.325978 70
0.320906 71
0.316043 72
0.311386 73
0.306685 74
0.301847 75
0.296904 76
0.291978 77
0.287055 78
0.282181 79
0.277255 80
0.272324 81
0.267485 82
0.262779 83
0.258139 84
0.253572 85
0.249068 86
0.244745 87
0.240423 88
0.236041 89
0.2316 90
0.227291 91
0.222951 92
0.218441 93
0.213857 94
0.209396 95
0.204967 96
